Product_ID,Product_Name,Brand,Category,Price,Discount_Percentage,Seller_ID,Seller_Rating,Total_Sales,Return_Rate,Seller_Verified,Customer_Reviews,Review_Sentiment,Product_Rating,Number_of_Reviews,Image_Similarity_Score,Logo_Recognition,Watermark_Detection,Manufacturing_Country,QR_Code_Availability,Reported_As_Fake_By_Users,Price_Anomaly,Keyword_Mismatch,Fraudulent_Seller_Flag,Is_Counterfeit
P0420,Ray-Ban Sunglasses,Ray-Ban,Shoes,83686,57,S0420,4.2,4978,0.03,Yes,I love this product!,Neutral,2.6,3986,0.12,Yes,Yes,Germany,Yes,403,No,No,Yes,1
P0421,Apple iPhone,Rolex,Electronics,27245,38,S0421,1.1,9093,0.19,Yes,The product stopped working in 2 days.,Neutral,4.0,2655,0.63,Yes,Yes,Vietnam,No,82,No,Yes,Yes,0
P0422,Ray-Ban Sunglasses,Adidas,Clothing,32390,4,S0422,3.3,5584,0.46,No,The logo is slightly different.,Neutral,3.1,2081,0.12,Yes,Yes,USA,No,239,No,Yes,Yes,0
P0423,Apple iPhone,Adidas,Electronics,20522,64,S0423,5.0,4082,0.29,Yes,Best deal in the market!,Neutral,3.7,1548,0.07,No,No,Germany,Yes,379,No,Yes,Yes,1
P0424,Apple iPhone,Adidas,Clothing,53079,12,S0424,4.4,2267,0.27,Yes,Satisfactory purchase.,Neutral,2.7,862,0.91,Yes,Yes,India,Yes,394,No,No,Yes,0
P0425,Rolex Watch,Rolex,Shoes,70816,52,S0425,3.1,8598,0.13,Yes,Highly recommended!,Neutral,3.9,155,0.19,No,Yes,Germany,No,359,Yes,Yes,No,1
P0426,Apple iPhone,Rolex,Electronics,84347,44,S0426,1.3,4434,0.18,Yes,Cheap materials used.,Neutral,4.3,3495,0.82,No,No,USA,No,322,Yes,Yes,No,1
P0427,Nike Shoes,Apple,Shoes,28880,31,S0427,4.3,3247,0.45,Yes,Definitely a counterfeit item.,Neutral,1.6,905,0.54,No,Yes,USA,Yes,470,No,No,No,0
P0428,Adidas T-Shirt,Ray-Ban,Clothing,2856,35,S0428,3.4,3903,0.33,No,I love this product!,Neutral,4.3,1270,0.08,Yes,No,China,Yes,262,Yes,No,No,0
P0429,Adidas T-Shirt,Nike,Accessories,70826,59,S0429,1.5,2015,0.39,No,Worth the price.,Neutral,3.2,405,0.96,Yes,Yes,India,Yes,406,Yes,No,Yes,1
P0430,Ray-Ban Sunglasses,Adidas,Accessories,92947,10,S0430,1.4,2026,0.23,Yes,The product stopped working in 2 days.,Neutral,4.4,844,0.25,Yes,No,USA,Yes,188,No,Yes,No,1
P0431,Apple iPhone,Apple,Electronics,90399,62,S0431,4.6,9398,0.32,Yes,Packaging looks authentic.,Neutral,2.7,1783,0.86,No,No,Vietnam,No,454,Yes,No,Yes,1
P0432,Nike Shoes,Nike,Shoes,20549,20,S0432,3.7,1782,0.12,Yes,Suspicious branding on packaging.,Negative,2.5,1565,0.17,Yes,Yes,India,No,365,No,Yes,Yes,1
P0433,Ray-Ban Sunglasses,Apple,Shoes,76217,51,S0433,4.3,8363,0.35,No,The logo is slightly different.,Neutral,4.7,1185,0.85,No,No,India,Yes,289,Yes,Yes,Yes,1
P0434,Rolex Watch,Rolex,Electronics,16582,54,S0434,4.5,3986,0.21,No,Seller is reliable and product is genuine.,Negative,2.0,747,0.01,Yes,Yes,Vietnam,Yes,361,No,No,No,0
P0435,Ray-Ban Sunglasses,Adidas,Accessories,1161,25,S0435,3.3,1761,0.22,Yes,Worth the price.,Neutral,4.4,1726,0.51,Yes,Yes,Germany,Yes,402,Yes,Yes,Yes,1
P0436,Ray-Ban Sunglasses,Nike,Clothing,37912,67,S0436,3.1,8977,0.32,Yes,The product stopped working in 2 days.,Neutral,2.9,3189,0.77,No,Yes,Vietnam,No,57,Yes,Yes,No,1
P0437,Apple iPhone,Nike,Electronics,3420,33,S0437,2.7,7440,0.47,No,The logo is slightly different.,Neutral,3.1,271,0.93,No,Yes,Vietnam,Yes,8,Yes,Yes,No,1
P0438,Rolex Watch,Nike,Clothing,91694,51,S0438,2.3,7180,0.03,Yes,Worth the price.,Neutral,2.2,4866,0.91,Yes,No,Germany,Yes,303,No,Yes,No,0
P0439,Ray-Ban Sunglasses,Nike,Accessories,60815,51,S0439,2.7,6479,0.41,No,Looks fake compared to original.,Neutral,3.3,3957,0.82,Yes,Yes,Germany,Yes,114,Yes,No,No,0
P0440,Nike Shoes,Nike,Shoes,80061,28,S0440,4.1,9141,0.15,No,Highly recommended!,Negative,2.3,172,0.89,Yes,No,Germany,No,209,Yes,Yes,No,1
P0441,Nike Shoes,Apple,Accessories,9446,37,S0441,3.4,3230,0.22,Yes,Suspicious branding on packaging.,Neutral,1.2,274,0.2,No,No,Germany,Yes,40,No,No,Yes,1
P0442,Adidas T-Shirt,Adidas,Electronics,94742,41,S0442,4.6,549,0.01,No,The product stopped working in 2 days.,Negative,2.1,2307,0.28,No,Yes,Germany,No,303,No,Yes,Yes,0
P0443,Rolex Watch,Rolex,Shoes,46000,20,S0443,2.8,1471,0.15,Yes,The logo is slightly different.,Neutral,1.0,1159,0.29,Yes,Yes,Vietnam,Yes,172,Yes,Yes,No,0
P0444,Rolex Watch,Rolex,Electronics,16809,41,S0444,3.4,5194,0.25,Yes,Great quality product!,Neutral,4.9,1707,0.38,Yes,Yes,China,Yes,233,Yes,No,Yes,0
P0445,Adidas T-Shirt,Rolex,Electronics,55730,12,S0445,3.5,8557,0.03,Yes,Looks fake compared to original.,Neutral,4.9,1772,0.39,No,Yes,China,Yes,280,Yes,Yes,No,0
P0446,Ray-Ban Sunglasses,Rolex,Accessories,99156,63,S0446,3.4,244,0.25,Yes,Highly recommended!,Neutral,2.6,422,0.54,Yes,No,USA,No,371,Yes,Yes,Yes,1
P0447,Rolex Watch,Apple,Electronics,30527,16,S0447,3.8,1558,0.46,Yes,The product stopped working in 2 days.,Neutral,3.9,1210,0.16,No,Yes,China,Yes,77,No,Yes,Yes,0
P0448,Nike Shoes,Ray-Ban,Accessories,73041,8,S0448,1.9,7490,0.05,Yes,The product stopped working in 2 days.,Neutral,2.4,4676,0.69,No,No,China,Yes,107,Yes,Yes,Yes,1
P0449,Nike Shoes,Adidas,Shoes,59821,40,S0449,3.0,4223,0.38,No,Best deal in the market!,Positive,3.7,891,0.17,No,Yes,Vietnam,No,280,Yes,Yes,Yes,1
P0450,Apple iPhone,Nike,Accessories,1456,0,S0450,1.4,1683,0.2,No,The logo is slightly different.,Neutral,4.2,4818,0.31,No,Yes,Germany,No,402,No,Yes,Yes,0
P0451,Rolex Watch,Ray-Ban,Shoes,74631,1,S0451,2.5,6718,0.33,No,I love this product!,Neutral,4.8,3268,0.5,No,Yes,Germany,No,38,Yes,No,Yes,0
P0452,Ray-Ban Sunglasses,Rolex,Accessories,48408,59,S0452,3.0,7992,0.13,No,Highly recommended!,Neutral,2.6,4977,0.8,No,Yes,Vietnam,Yes,118,Yes,No,Yes,0
P0453,Adidas T-Shirt,Ray-Ban,Clothing,78839,47,S0453,3.6,2110,0.08,Yes,Not the original product.,Neutral,4.1,1474,0.74,Yes,No,China,No,334,Yes,No,Yes,0
P0454,Adidas T-Shirt,Adidas,Clothing,26463,28,S0454,4.8,3758,0.08,No,Great quality product!,Neutral,2.1,3244,0.65,No,No,Vietnam,Yes,335,No,Yes,Yes,1
P0455,Ray-Ban Sunglasses,Nike,Electronics,39943,9,S0455,3.4,3183,0.04,No,Seller is reliable and product is genuine.,Neutral,5.0,4479,0.16,No,Yes,USA,No,26,No,Yes,Yes,1
P0456,Apple iPhone,Nike,Accessories,99759,57,S0456,4.0,1825,0.09,No,Seller is reliable and product is genuine.,Neutral,1.1,2182,0.55,Yes,No,Germany,No,103,Yes,Yes,Yes,1
P0457,Adidas T-Shirt,Adidas,Accessories,39563,59,S0457,3.0,3851,0.33,Yes,Best deal in the market!,Neutral,3.4,1450,0.09,No,No,India,No,73,Yes,No,Yes,0
P0458,Rolex Watch,Adidas,Shoes,81318,20,S0458,3.5,8026,0.44,No,Definitely a counterfeit item.,Neutral,3.6,3097,0.38,Yes,Yes,USA,Yes,190,No,Yes,Yes,1
P0459,Apple iPhone,Rolex,Electronics,5203,27,S0459,1.3,7021,0.41,Yes,The product stopped working in 2 days.,Neutral,3.8,3257,0.41,No,Yes,USA,Yes,323,Yes,No,No,0
P0460,Rolex Watch,Nike,Accessories,65628,33,S0460,2.0,4503,0.34,No,Seller is reliable and product is genuine.,Neutral,1.5,3157,0.04,Yes,No,Vietnam,Yes,498,Yes,Yes,Yes,1
P0461,Nike Shoes,Ray-Ban,Electronics,72599,7,S0461,2.4,684,0.06,Yes,Worth the price.,Neutral,4.8,1591,0.27,Yes,No,China,Yes,146,No,Yes,Yes,0
P0462,Apple iPhone,Apple,Clothing,26349,58,S0462,2.9,8098,0.14,Yes,Not the original product.,Neutral,1.7,4240,0.96,No,No,Germany,Yes,254,No,Yes,Yes,1
P0463,Adidas T-Shirt,Apple,Accessories,32360,48,S0463,1.2,8588,0.15,No,Satisfactory purchase.,Neutral,3.5,3982,0.95,No,No,India,Yes,283,No,No,Yes,1
P0464,Apple iPhone,Adidas,Accessories,32085,16,S0464,1.6,2168,0.12,Yes,I love this product!,Neutral,1.9,1436,0.35,No,Yes,USA,Yes,212,Yes,Yes,Yes,0
P0465,Apple iPhone,Rolex,Electronics,22515,59,S0465,2.1,2671,0.26,Yes,The product stopped working in 2 days.,Neutral,2.2,224,0.04,No,Yes,India,Yes,122,Yes,No,Yes,1
P0466,Apple iPhone,Apple,Accessories,78039,44,S0466,4.9,2074,0.27,No,Definitely a counterfeit item.,Negative,3.2,220,0.18,Yes,No,China,Yes,494,Yes,Yes,No,1
P0467,Apple iPhone,Nike,Electronics,44085,68,S0467,2.3,3263,0.18,No,Seller is reliable and product is genuine.,Neutral,2.7,4275,0.39,Yes,Yes,China,No,205,Yes,Yes,No,0
P0468,Rolex Watch,Adidas,Accessories,27458,31,S0468,2.9,4989,0.18,No,Great quality product!,Neutral,1.6,1655,0.95,Yes,No,India,No,416,No,No,No,0
P0469,Nike Shoes,Ray-Ban,Shoes,26517,43,S0469,1.8,7713,0.41,Yes,The logo is slightly different.,Neutral,1.7,4529,0.14,No,No,Germany,Yes,239,Yes,Yes,Yes,0
P0470,Ray-Ban Sunglasses,Adidas,Electronics,77207,64,S0470,3.4,8941,0.39,Yes,Highly recommended!,Positive,2.7,265,0.76,Yes,Yes,China,Yes,393,Yes,Yes,Yes,0
P0471,Apple iPhone,Ray-Ban,Accessories,45850,7,S0471,2.1,1411,0.15,Yes,Best deal in the market!,Positive,4.0,954,0.11,No,No,India,Yes,338,No,Yes,Yes,0
P0472,Adidas T-Shirt,Adidas,Clothing,12701,42,S0472,1.8,3269,0.46,No,Great quality product!,Negative,4.6,4525,0.98,No,No,USA,Yes,285,No,Yes,No,1
P0473,Apple iPhone,Adidas,Accessories,29926,0,S0473,3.1,3933,0.48,Yes,Packaging looks authentic.,Neutral,1.3,3734,0.38,Yes,Yes,India,No,21,Yes,No,Yes,0
P0474,Adidas T-Shirt,Adidas,Clothing,18278,50,S0474,1.0,4224,0.16,Yes,Best deal in the market!,Positive,2.6,2775,0.78,No,Yes,India,No,258,No,No,Yes,1
P0475,Rolex Watch,Ray-Ban,Clothing,45741,23,S0475,1.0,3237,0.18,Yes,Highly recommended!,Negative,1.4,3125,0.34,Yes,No,Vietnam,Yes,356,No,Yes,No,1
P0476,Adidas T-Shirt,Ray-Ban,Shoes,42729,23,S0476,1.9,2755,0.25,Yes,The product stopped working in 2 days.,Neutral,1.1,480,0.63,No,No,China,No,104,Yes,Yes,No,0
P0477,Ray-Ban Sunglasses,Adidas,Electronics,87152,16,S0477,1.1,6101,0.47,Yes,Worth the price.,Neutral,3.6,3515,0.19,Yes,Yes,Germany,No,465,Yes,No,Yes,1
P0478,Nike Shoes,Apple,Accessories,48864,4,S0478,1.4,3876,0.44,Yes,Not the original product.,Neutral,3.4,1354,0.15,No,No,Germany,Yes,458,Yes,Yes,Yes,1
P0479,Adidas T-Shirt,Rolex,Shoes,99333,19,S0479,2.4,5828,0.05,Yes,Worth the price.,Neutral,1.7,3323,0.94,Yes,No,Vietnam,Yes,431,Yes,No,Yes,0
P0480,Adidas T-Shirt,Rolex,Accessories,85378,20,S0480,4.2,2232,0.2,No,Packaging looks authentic.,Positive,1.9,3879,0.92,Yes,Yes,Germany,Yes,257,No,Yes,Yes,1
P0481,Nike Shoes,Rolex,Clothing,57556,57,S0481,3.3,2802,0.28,No,Worth the price.,Neutral,1.1,890,0.89,No,Yes,India,Yes,203,No,No,No,0
P0482,Ray-Ban Sunglasses,Ray-Ban,Electronics,27990,30,S0482,3.1,9899,0.25,No,Cheap materials used.,Neutral,4.3,3855,0.63,No,Yes,Vietnam,No,309,Yes,No,Yes,0
P0483,Apple iPhone,Ray-Ban,Accessories,20475,10,S0483,2.2,4073,0.1,Yes,I love this product!,Negative,4.9,925,0.81,Yes,Yes,USA,Yes,261,Yes,No,Yes,0
P0484,Adidas T-Shirt,Apple,Accessories,27223,51,S0484,4.7,1534,0.43,Yes,Suspicious branding on packaging.,Neutral,1.5,2171,0.07,No,Yes,China,No,106,No,No,No,1
P0485,Nike Shoes,Rolex,Clothing,23779,14,S0485,2.6,8234,0.34,No,I love this product!,Neutral,1.9,1903,0.33,No,Yes,China,Yes,250,Yes,Yes,Yes,1
P0486,Rolex Watch,Rolex,Accessories,78801,6,S0486,1.3,6208,0.42,Yes,Definitely a counterfeit item.,Neutral,4.5,4874,0.31,No,No,China,No,423,Yes,Yes,Yes,1
P0487,Nike Shoes,Adidas,Accessories,12061,27,S0487,3.5,4035,0.43,No,Would not recommend this seller.,Neutral,4.7,2396,0.64,Yes,No,India,Yes,491,Yes,No,No,1
P0488,Rolex Watch,Ray-Ban,Clothing,66561,50,S0488,1.5,2576,0.37,Yes,Highly recommended!,Negative,2.7,29,0.36,Yes,Yes,USA,Yes,220,Yes,No,No,0
P0489,Ray-Ban Sunglasses,Rolex,Shoes,88897,57,S0489,2.4,2813,0.22,Yes,Would not recommend this seller.,Neutral,1.2,35,0.15,No,Yes,Vietnam,No,378,No,No,Yes,1
P0490,Apple iPhone,Apple,Clothing,49653,4,S0490,3.0,3719,0.31,No,Looks fake compared to original.,Neutral,1.2,3590,0.6,No,No,Vietnam,No,221,Yes,No,No,0
P0491,Nike Shoes,Apple,Shoes,33642,4,S0491,4.5,6165,0.08,No,Looks fake compared to original.,Positive,3.3,2671,0.81,Yes,No,China,No,257,No,Yes,No,1
P0492,Adidas T-Shirt,Rolex,Electronics,27416,7,S0492,3.0,729,0.34,No,Definitely a counterfeit item.,Positive,2.6,3366,0.38,No,No,USA,Yes,200,Yes,No,Yes,1
P0493,Ray-Ban Sunglasses,Ray-Ban,Shoes,64824,63,S0493,3.8,6526,0.09,No,Suspicious branding on packaging.,Negative,1.1,589,0.13,Yes,Yes,USA,No,366,Yes,No,No,1
P0494,Nike Shoes,Apple,Shoes,45465,9,S0494,5.0,4589,0.35,No,The product stopped working in 2 days.,Neutral,3.3,3219,0.2,No,Yes,USA,No,257,No,No,Yes,1
P0495,Adidas T-Shirt,Adidas,Electronics,5148,37,S0495,1.5,982,0.11,Yes,Satisfactory purchase.,Neutral,1.0,3139,0.24,No,No,Germany,No,348,Yes,No,Yes,1
P0496,Nike Shoes,Apple,Shoes,35633,7,S0496,2.1,3728,0.06,Yes,Looks fake compared to original.,Neutral,4.1,904,0.3,No,Yes,Germany,No,224,No,No,Yes,0
P0497,Rolex Watch,Nike,Clothing,51177,24,S0497,2.6,7405,0.08,Yes,The logo is slightly different.,Neutral,2.2,4087,0.64,Yes,Yes,China,No,201,Yes,No,Yes,1
P0498,Nike Shoes,Nike,Shoes,96559,65,S0498,2.7,4412,0.0,No,Packaging looks authentic.,Neutral,1.2,2170,0.6,Yes,Yes,USA,No,225,Yes,No,No,1
P0499,Nike Shoes,Ray-Ban,Electronics,95088,49,S0499,2.6,4562,0.36,No,Would not recommend this seller.,Neutral,3.4,340,0.7,Yes,No,USA,No,235,Yes,Yes,Yes,1
P0500,Nike Shoes,Rolex,Clothing,98817,66,S0500,4.6,2217,0.37,No,Definitely a counterfeit item.,Neutral,2.6,4271,0.36,Yes,No,Vietnam,No,182,Yes,No,Yes,1
